subset,window_size,step,reliability,reliability_reason
along_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
along_axis_30km,500,100,exploratory,mc_method_disagreement
along_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
along_axis_30km,500,100,exploratory,mc_method_disagreement
along_axis_30km,500,100,exploratory,mc_method_disagreement
along_axis_30km,500,100,exploratory,mc_method_disagreement
along_axis_30km,500,100,exploratory,mc_method_disagreement
along_axis_30km,500,100,usable_with_caution,moderate_mc_agreement_moderate_span
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,usable_with_caution,moderate_mc_agreement_moderate_span
off_axis_20km,500,100,usable_with_caution,moderate_mc_agreement_moderate_span
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,usable_with_caution,moderate_mc_agreement_moderate_span
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_20km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,usable_with_caution,moderate_mc_agreement_moderate_span
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,usable_with_caution,moderate_mc_agreement_moderate_span
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,robust,good_mc_agreement_good_span_good_n
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
off_axis_30km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,usable_with_caution,moderate_mc_agreement_moderate_span
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,robust,good_mc_agreement_good_span_good_n
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
overlap_60km,500,100,exploratory,mc_method_disagreement
